Numero	Nom	Nom_recherche	Prenom	Autre_nom	Autre_prenom	Sexe	Dates_vie	Lieu_naiss	Date_naiss	Date_naiss_complete	Date_mort	Date_mort_complete	Musicien	S16	S17	S18	S19	S20	Vivant	Lettres	Profession	Domaine	Valdensia1	Valdensia2	Date_creation	Date_modification	Signature	Encours	Wikipedia	ArchiveBN
4680	Meuron	MEURON	Etienne de			H	1900-1990		1900		1990		0	0	0	0	0	1	0		médecin	médecine	ParVDAS	 	15/07/2005	19/06/2010	BS	1	0	0
4682	Vidoudez	VIDOUDEZ	Pierre			H	1902-1990		1902		1990		0	0	0	0	0	1	0	vid	chroniqueur / rédacteur / dessinateur	presse / livres illustrés	VDAC	VDAS	15/07/2005	04/03/2010	BS	1	0	0
4683	Dénéréaz	DENEREAZ	David			H	1889-1971	Vevey	1889	1889.10.15	1971	01/01/1971	0	0	0	0	1	0	0		notaire / juge / bellettrien	droit / justice / politique / Société Belles-Lettres	VDAS	 	18/07/2005	29/10/2013	BS	1	0	0
4684	Secrétan	SECRETAN	Daniel			H	1895-1971		1895		1971		0	0	0	0	1	0	0		ambassadeur / bellettrien	diplomatie / Société Belles-Lettres	VDAS	 	18/07/2005	13/03/2010	BS	1	0	0
4685	Bonnard	BONNARD	Charles			H	1895-1971		1895		1971		0	0	0	0	1	0	0		pasteur / libraire / éditeur / bellettrien	théologie / édition / Société Belles-Lettres	VDAC	VDAS	18/07/2005	31/10/2010	BS	1	0	0
4686	Peter	PETER	William			H	1899-1971		1899		1971		0	0	0	0	1	0	0		banquier / syndic / officier d'état civil / député	politique / Grand Conseil	VDAS		18/07/2005	05/12/2008	BS	1	0	0
4687	Nordmann	NORDMANN	Roger			H	1919-1972		1919		1972		0	0	0	0	0	1	0		journaliste / producteur	radio / journalisme	ParVDAS	 	18/07/2005	13/04/2010	BS	1	0	0
4688	Conne	CONNE	Pierre			H	1913-1973	Clarens	1913	17/03/1913	1973	11/01/1973	0	0	0	0	0	1	0		enseignant / bibliothécaire / bellettrien	théologie / pédagogie / Société Belles-Lettres	 	 	18/07/2005	18/10/2013	BS	1	0	0
4689	Marthaler	MARTHALER	Francis			H	1898-1973		1898		1973		0	0	0	0	1	0	0		rédacteur	théâtre / monuments d'art	VDAS	VDAC	18/07/2005	15/07/2011	BS	1	0	0
4690	Rosset	ROSSET	Georges			H	1894-1973	Le Chatelard Montreux	1894	1894.05.28	1973	14/09/1973	0	0	0	0	1	0	0	rosg	juge / bellettrien	droit / justice / musique / Société Belles-Lettres	VDAS	 	18/07/2005	20/01/2017	BS	1	0	0
4691	Michaud	MICHAUD	Léon			H	1879-1973	Yverdon	1879	1879.10.14	1973	15/09/1973	0	0	0	0	1	0	0		enseignant / conservateur / bellettrien	enseignement / bibliothèque / musée / Société Belles-Lettres	VDAS	VDAC	19/07/2005	23/10/2013	BS	1	0	0
4693	Böhler	BOEHLER	Yvonne			F	-1941		1941		9999		0	0	0	0	0	0	1		photographe	photographie	ParVDAC	 	19/07/2005	26/09/2010	BS	1	0	0
4694	Boaton	BOATON	Pierre-François			H	1734-1794		1734		1794		0	0	0	1	0	0	0		musicien / poète	musique / poésie	VDAC	ParVDAC	19/07/2005	26/09/2010	BS	1	0	0
4696	Cazenove d'Arlens	CAZENOVE D'ARLENS	Constance de	Constant	Constance Louise de	F	1755-1825		1755		1825		0	0	0	1	0	0	0	caze	écrivain				20/07/2005	06/03/2006		1	0	0
4697	Frossard de Saugy	FROSSARD DE SAUGY	Marc		Etienne-Emmanuel	H	1757-1815		1757		1815		0	0	0	1	0	0	0	fros	colonel	 poésie / militaire			20/07/2005			1	0	0
4699	Agier	AGIER	Marie			F	1742-1820		1742		1820		0	0	0	1	0	0	0				TempVDA	 	21/07/2005	22/12/2009	BS	1	0	0
4700	Baudin	BAUDIN	Antoine			H	-1946		1946		9999		0	0	0	0	0	0	1		enseignant  /  historien de l'art / EPFL–ENAC–Acm / UNIL	architecture / histoire de l'art	ParVDAS	 	21/07/2005	29/08/2010	BS	1	0	0
4702	Frossard	FROSSARD	Caroline			F			0		9999		0	0	0	0	0	0	0	frocar					22/07/2005			1	0	0
4704	Reymondin	REYMONDIN	Samson			H	1769-1830		1769		1830		0	0	0	1	0	0	0	reyn	libraire	livre / librairie	VDAS	VDAC	22/07/2005	23/03/2010	BS	1	0	0
4706	Favre	FAVRE	Pierre-François			H	1706-1795		1706		1795		0	0	0	1	0	0	0	favpf	pasteur	religion / protestantisme	VDAS	VDAC	22/07/2005	27/02/2011	BS	1	0	0
4707	Lehrian	LEHRIAN	François			H			0		9999		0	0	0	0	0	0	1	lehf	journaliste / réalisateur films documentaires / cinéaste	journalisme / Course autour du monde / cinéma	VDAS	 	22/07/2005	03/07/2010	BS	1	0	0
4708	Vaudaire	VAUDAIRE	Jean			H			1930		9999		0	0	0	0	0	0	1	vaud	enseignant / écrivain	enseignement / littérature	VDAC	 	22/07/2005	15/02/2010	BS	0	0	0
4711	Ghernaouti	GHERNAOUTI	Solange	Solange Ghernaouti Heile		F	-1958		1958		9999		0	0	0	0	0	0	1		enseignante / HEC	informatique / droit / criminalité	ParVDAS	 	25/07/2005	18/03/2010	BS	1	0	0
4712	Quinche	QUINCHE	Florence			F	-1973		1973		9999		0	0	0	0	0	0	1		enseignante / HES	éthique des médias / nouvelles technologies	VDAS	 	25/07/2005	01/04/2010	BS	1	0	0
4713	Vuilleumier	VUILLEUMIER	Henri			H	1846-1925	Bâle	1846	1846.01.02	1925	07/07/1925	0	0	0	0	1	0	0	vuilh	pasteur / historien / enseignant UNIL	religion / histoire / enseignement	VDAS	 	25/07/2005	06/07/2016	BS	0	8	0
4714	Jaulmes-Cook	JAULMES-COOK	Sully			H	1822-1891		1822		1891		0	0	0	0	1	0	0		pasteurm / Réveil /  Eglise libre	religion / histoire	ParVDAC	VDAC	25/07/2005	18/07/2010	BS	1	0	0
4715	Monnard	MONNARD	Jean-François			F	-1941		1941		9999		1	0	0	0	0	0	1	moj	musicien / chef d'orchestre / écrivain	musique / littérature / direction d'orchestre	VDAC	 	25/07/2005	28/11/2012	SUK	0	0	0
4717	Leresche	LERESCHE	Jean-Louis-Benjamin			H	1800-1857		1800		1857		0	0	0	0	1	0	0		enseignant / journaliste / traducteur	enseignement / journalisme / traduction	VDAS	VDAC	26/07/2005	03/07/2010	BS	1	0	0
4718	Schopfer	SCHOPFER	Jean			H	1800-1875		1800		1875		0	0	0	0	1	0	0		homme politique	politique	VDAS	 	26/07/2005	14/03/2010	BS	1	0	0
4719	Anet	ANET	Claude	Jean Schopfer		H	1868-1931	Morges	1868	1868.05.28	1931	09/01/1931	0	0	0	0	1	0	0	anet	écrivain	littérature	VDAC	 	26/07/2005	18/08/2015	BS	0	0	0
4720	Eytel	EYTEL	Jules			H	1817-1873		1817		1873		0	0	0	0	1	0	0						26/07/2005	11/07/2006		1	0	0
4721	Ruchonnet	RUCHONNET	Ernest			H	1832-1904		1832		1904		0	0	0	0	1	0	0		banquier / politique	banque / chemins de fer / politique	VDAS	VDAC	26/07/2005	20/03/2010	BS	1	0	0
4722	Paccaud	PACCAUD	Emile			H	1836-1915		1836	1836.04.28	1915	27/12/1915	0	0	0	0	1	0	0		fonctionnaire / directeur BCV	administration / banque	VDAS	VDAC	26/07/2005	19/10/2012	TD	0	16	0
4723	Porchet	PORCHET	Ferdinand			H	1878-1951	Genève	1878	1878.08.13	1951	27/01/1951	0	0	0	0	1	0	0		homme politique / enseignant	politique / enseignement	VDAS	 	26/07/2005	20/01/2017	BS	1	0	0
4724	Despland	DESPLAND	Gabriel			H	1901-1983	Villars-Lussery	1901	04/12/1901	1983	27/01/1983	0	0	0	0	0	1	0		conseiller d'Etat (1944-1961) / président Expo 64	vie publique / politique / banque	VDAS	 	26/07/2005	23/10/2013	BS	1	0	0
4726	Matthey	MATTHEY	Philippe			H	-1925		1925		9999		0	0	0	0	0	0	1		peintre	peinture / beaux-arts			28/07/2005			1	0	0
4727	Melon	MELON	Bernard			H			0		9999		0	0	0	0	0	0	1		illustrateur	beaux-arts / illustration / dessin	ParVDAC	 	28/07/2005	19/06/2010	BS	1	0	0
4728	Pantillon	PANTILLON	Anne			F	-1964		1964		9999		0	0	0	0	0	0	1		artiste peintre	beaux-arts / peinture	ParVDAC	 	28/07/2005	11/04/2010	BS	1	0	0
4730	Golon	GOLON	Anne	Joëlle Danterne		F	-1921		1921	17/12/1921	9999		0	0	0	0	0	0	1	golo	écrivain	littérature	ParVDAC	 	28/07/2005	09/06/2013	BS	0	11	0
4732	Rodriguez	RODRIGUEZ	Antonio			H	-1973		1973	26/06/1973	9999		0	0	0	0	0	0	1	roda	enseignant UNIL / écrivain / poète	enseignement / littérature / poésie	VDAC	 	29/07/2005	22/03/2016	BS	0	13	0
4733	Kuhn	KUHN	André			H	-1961		1961		9999		0	0	0	0	0	0	1		enseignant / criminologue / UNIL	enseignement / droit pénal / criminologie	ParVDAS	 	29/07/2005	12/07/2010	BS	1	0	0
4734	Viredaz	VIREDAZ	Baptiste			H	-1977		1977		9999		0	0	0	0	0	0	1		enseignant /assistant  / UNIL	enseignement / droit pénal / criminologie	VDAS	 	29/07/2005	04/03/2010	BS	1	0	0
4736	Zahnd	ZAHND	Roland			H	-1929		1929		9999		0	0	0	0	0	0	1		 peintre / aquarelliste	peinture / aquarelle	VDAC	 	02/08/2005	12/02/2010	BS	1	0	0
4737	Vion	VION	Eric			H	-1956		1956		9999		0	0	0	0	0	0	1		archéologue / président de la Fondation Maison romande du paysage	archéologie / patrimoine	VDAS	 	02/08/2005	04/03/2010	BS	1	0	0
4738	Barberá	BARBERA	Jose			H	-1962		1962		9999		0	0	0	0	0	0	1		éducateur spécialisé Fondation Verdeil	éducation spécialisée	ParVDAS	 	03/08/2005	19/08/2010	BS	1	0	0
4741	Maillefer	MAILLERFER	Claude			H	-1967		1967		9999		0	0	0	0	0	0	1		artiste / enseignant	peinture / enseignement			03/08/2005			1	0	0
4743	Martinez	MARTINEZ	Elena			F			0		9999		0	0	0	0	0	0	1		photographe	photographie	ParVDAC	 	03/08/2005	27/07/2010	BS	1	0	0
4744	Persa	PERSA		Persephoni Cangelaris		F			0		9999		0	0	0	0	0	0	1		peintre / sculpteur	peinture / sculpture / beaux-arts	ParVDAC	 	03/08/2005	03/04/2010	BS	1	0	0
4745	Musale	MUSALE	Kamal			H			0		9999		0	0	0	0	0	0	1		cinéaste / réalisateur	cinéma	ParVDAS	ParVDAC	03/08/2005	28/04/2010	BS	1	0	0
4746	Bourquin	BOURQUIN	Jean-Christophe			H	-1958		1958		9999		0	0	0	0	0	0	1		enseignant / politicien / parti socialiste	politque (socialiste) / sciences politiques  / histoire	ParVDAS	 	03/08/2005	09/03/2011	BS	1	0	0
4747	Cornu	CORNU	Paul-André			H	-1938		1938		9999		0	0	0	0	0	0	1		boulanger / président du club de football Yverdon-Sport	boulangerie / football / entreprise	VDAS		04/08/2005	06/04/2009	TD	1	0	0
4748	Pickens	PICKENS	Andrew Hampton 			H	-1991		1991		9999		0	0	0	0	0	0	1		poète	poésie	ParVDAC	 	04/08/2005	28/07/2010	BS	1	0	0
4749	Reymond	REYMOND	Claude			H	-1931		1931		9999		0	0	0	0	0	0	1		pilote d'avion	aviation	VDAS	 	04/08/2005	23/03/2010	BS	1	0	0
4750	Trabaud	TRABAUD	Fernand			H	1909-2005		1909		2005		0	0	0	0	0	1	0		imprimeur / éditeur / journaliste	journalisme / presse	VDAS	VDAS	04/08/2005	07/03/2010	BS	1	0	0
4751	Vanthier	VANTHIER	Dominique			H	-1935		1935		9999		0	0	0	0	0	0	1		historien	histoire	ParVDAS	 	05/08/2005	15/02/2010	BS	1	0	0
4752	Mottier	MOTTIER	Claude			H	-1957		1957		9999		0	0	0	0	0	0	1		photographe animalier	photographie	VDAC	 	05/08/2005	02/05/2010	BS	1	0	0
4754	Henchoz	HENCHOZ		Famille Henchoz					0		9999		0	0	0	0	0	0	0		famille		 	 	05/08/2005	09/06/2010	JH	1	0	0
4755	Stef	STEF		Stéphane Monnier		H	-1956		1956		9999		0	0	0	0	0	0	1	mons	artiste / dessinateur de presse	art / caricature / presse / humour	VDAC	 	09/08/2005	18/03/2010	BS	1	0	0
4756	Lasserre	LASSERRE	François		François Gustave Lasserre	H	1919-1989	Lausanne	1919	14/09/1919	1989	22/12/1989	0	0	0	0	0	1	0		enseignant UNIL  /  langue et littérature grecques	enseignement / UNIL / lettres	VDAS	VDAC	09/08/2005	15/11/2013	STAG1	1	0	0
4757	Burner	BURNER	Marcel			H	-1924		1924		9999		0	0	0	0	0	1	0		enseignant UNIL / psychologue médical	enseignement / UNIL / psychologie médicale			09/08/2005	10/08/2005		1	0	0
4758	Dahn	DAHN	Hans		Hans Rochard Michaelis Dahn	H	-1919		1919		9999		0	0	0	0	0	0	1		enseignant UNIL /  chimiste	enseignement / UNIL / chimie organique	ParVDAC		10/08/2005	06/04/2009	TD	1	0	0
4759	Cherpillod	CHERPILLOD	Ivan			H	-1959		1959		9999		0	0	0	0	0	0	1		enseignant UNIL /  avocat	enseignement / UNIL / droit	VDAS		10/08/2005	03/04/2009	TD	1	0	0
4760	Lennard	LENNARD	Christopher			H	-1961		1961		9999		0	0	0	0	0	0	1		enseignant UNIL / criminologue	enseignement / UNIL / criminologie	TempVDA	 	10/08/2005	03/07/2010	BS	1	0	0
4761	Pécoud	PECOUD	Alain		Alain René Pécoud	H	-1946		1946		9999		0	0	0	0	0	0	1		enseignant  UNIL / médecin	enseignement / UNIL / médecine	VDAS	 	10/08/2005	09/04/2010	BS	1	0	0
4762	Cherkaoui	CHERKAOUI	Mohammed			H	-1945		1945		9999		0	0	0	0	0	0	1		enseignant UNIL	enseignement / UNIL / sciences sociales et politiques	ParVDAS		10/08/2005	06/04/2009	TD	1	0	0
4763	Brey	BREY	Peter			H	-1955		1955		9999		0	0	0	0	0	0	1		secrétaire général / Terre des Hommes (2000-)	ong / gestion / Terre des Hommes	TempVDA	 	16/08/2005	13/03/2011	BS	1	0	0
4764	Bolli	BOLLI 	Françoise	Françoise Bolli Bornand		F	-1963	Genève	1963	29/06/1963	9999		0	0	0	0	0	0	1		artiste  / maître verrier	verre / beaux-arts	ParVDAC	 	16/08/2005	29/10/2012	TD	1	0	0
4765	Cotting	COTTING	Pierre			H			0		9999		0	0	0	0	0	0	1		peintre	beaux-arts / peinture	ParVDAC		16/08/2005	06/04/2009	TD	1	0	0
4766	Voelin	VOELIN	Claude			H	-1946		1946		9999		0	0	0	0	0	0	1		enseignant UNIL / psychologue	psychologie / enseignement	VDAS		16/08/2005	04/12/2008	BS	1	0	0
4767	Auberson	AUBERSON	Antoine			H	-1957	Lausanne	1957	02/06/1957	9999		1	0	0	0	0	0	1		musicien / compositeur / saxophoniste	musique / jazz	VDAC	 	16/08/2005	05/02/2014	FRU	0	6	0
4768	Besuchet	BESUCHET	Roger			H	1928-2005		1928		2005		0	0	0	0	0	1	0		syndicaliste / homme politique	politique / socialiste / syndicalisme	VDAS	 	16/08/2005	20/09/2010	BS	1	0	0
4769	Keller	KELLER		Famille Keller					0		9999		0	0	0	0	0	0	0		famille		 	 	16/08/2005	09/06/2010	JH	1	0	0
4770	Johannot	JOHANNOT	Louis			H	-1919		1919		9999		0	0	0	0	0	0	1		directeur Le Rosey	enseignement / direction / école privée	ParVDAS	 	16/08/2005	24/07/2010	BS	1	0	0
4772	Moor	MOOR	Pierre			H	-1940		1940		9999		0	0	0	0	0	0	1	moo	enseignant droit / UNIL / avocat	enseignement / UNIL / droit	VDAS	 	16/08/2005	06/05/2010	BS	1	0	0
4773	Mojonnier	MOJONNIER	Olivier			H			0		9999		0	0	0	0	0	0	1		musicien	musique	VDAC	 	16/08/2005	24/05/2010	BS	1	0	0
4774	Menthonnex	MENTHONNEX		Famille Menthonay					0		9999		0	0	0	0	0	0	0	menx	famille		VDAC	 	16/08/2005	19/06/2010	BS	1	0	0
4775	Barbey	BARBEY		Famille Barbey					0		9999		0	0	0	0	0	0	0	bar	famille		 	 	16/08/2005	09/06/2010	JH	1	0	0
4776	Frère Roger	FRERE ROGER		Roger Schutz-Marsauche		H	1915-2005		1915		2005		0	0	0	0	0	1	0	rogf	fondateur de la communauté de Taizé	religion / protestantisme	VDAS	 	17/08/2005	05/06/2011	BS	1	0	0
4777	Sandoz	SANDOZ		Famille Sandoz					0		9999		0	0	0	0	0	0	0	sanf	famille		 	 	17/08/2005	09/06/2010	JH	1	0	0
4778	Corminboeuf	CORMINBOEUF	Denis				-1955		1955		9999		0	0	0	0	0	0	1		cinéaste / documentariste / photographe	cinéma / documentaire / photographe	ParVDAC		17/08/2005	06/04/2009	TD	1	0	0
4779	Cevey	CEVEY	Pierre			H	-1933		1933		9999		0	0	0	0	0	0	1		conseiller d'Etat / chef du Départment de l'instruction publique et des cultes	politique / Conseil d'Etat			17/08/2005	29/11/2007		1	0	0
4782	Siegenthaler	SIEGENTHALER	Hugues			H			0		9999		0	0	0	0	0	0	1	sie	photographe	photographie	VDAC	 	23/08/2005	13/03/2010	BS	1	0	0
4784	Rivier	RIVIER	André			H	1914-1973	Jouxtens-Mézery	1914	18/05/1914	1973	27/04/1973	0	0	0	0	0	1	0	rivan	enseignant UNIL / helléniste	enseignement UNIL / grec	VDAS	 	23/08/2005	23/10/2013	BS	1	0	0
4785	Barbey	BARBEY	Claude-Inga			F	-1961		1961		9999		0	0	0	0	0	0	1	barc	écrivain / comédienne	littérature / théâtre	ParVDAC	 	24/08/2005	01/06/2011	BS	1	0	0
4786	Dufour	DUFOUR	Jean			H	1860-1903		1860		1903		0	0	0	0	1	0	0		enseignant UNIL / botaniste	enseignement / botanique / viticulture			26/08/2005	07/09/2006		1	0	0
4788	Pahud	PAHUD	Francis			H	-1928		1928		9999		0	0	0	0	0	0	1		président  direction générale /  Banque cantonale vaudoise	économie	VDAS	 	30/08/2005	11/04/2010	BS	1	0	0
4789	Schwitzguebel	SCHWITZGUEBEL	Pierre			H	-1940		1940		9999		0	0	0	0	0	0	1		directeur / Office du tourisme et des congrès	économie / Office du tourisme et des congrès	VDAS	 	30/08/2005	15/03/2011	BS	1	0	0
4790	Barbey	BARBEY	Camille			H	1870-1953	Chexbres	1870	1870.09.21	1953	26/01/1953	0	0	0	0	1	0	0		ingénieur-mécanicien	chemin de fer	VDAS	VDAC	30/08/2005	28/10/2013	BS	1	0	0
4791	Berthoin	BERTHOIN	Christine				-1955		1955		9999		0	0	0	0	0	0	1		graphiste / illustratrice	beaux-arts / graphisme / illustration	ParVDAC	 	30/08/2005	18/09/2010	BS	1	0	0
4792	Besson	BESSON	Adrien			H	1873-1959		1873		1959		0	0	0	0	1	0	0		agriculteur / garde forestier / écrivain	agriculture / littérature	VDAS	VDAC	30/08/2005	19/09/2010	BS	1	0	0
